0.014286,0,0.057143,0.1,0,0.11429,0,0.18571,0.21429,0,0.014286,0.014286,0,0.028571,0,0.014286,0,0.014286,0,0,0,0,0,0.014286,0,0,0,0.014286,0,0,0,0.014286,0.014286,0.028571,0,0.014286,0,0.042857,0.042857,0,0,0,0,0,0,0.014286,0,0.028571,0,0
0.044444,0,0.24444,0,0,0.066667,0.088889,0.35556,0,0,0.022222,0,0.022222,0,0,0,0,0,0,0,0,0,0.022222,0,0,0,0,0,0,0,0.044444,0,0.066667,0,0,0,0,0.022222,0,0,0,0,0,0,0,0,0,0,0,0
0.092105,0.078947,0.013158,0.052632,0,0.18421,0.18421,0.078947,0.052632,0,0.026316,0.039474,0,0,0,0,0,0,0,0,0.013158,0,0,0,0,0,0,0,0,0,0.013158,0.065789,0,0.013158,0,0.026316,0.039474,0.013158,0,0,0,0,0,0,0,0,0.013158,0,0,0
0.071429,0,0.02381,0.059524,0,0.22619,0,0.13095,0.22619,0,0,0,0.011905,0.035714,0,0,0,0,0.02381,0,0.011905,0,0.011905,0,0,0.011905,0,0,0,0,0.011905,0,0.035714,0.011905,0,0,0,0.035714,0.011905,0,0,0,0,0,0,0.035714,0,0,0.011905,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0030303,0.0030303,0.015152,0.012121,0,0.11515,0.030303,0.18182,0.13333,0.0090909,0.045455,0.018182,0.063636,0.081818,0.0090909,0.0090909,0,0.015152,0.012121,0,0.0090909,0.0090909,0.033333,0.015152,0.0060606,0.015152,0.018182,0.021212,0.084848,0.0030303,0.0060606,0.0030303,0.0090909,0.0060606,0,0,0,0,0,0,0,0,0,0,0,0.0030303,0,0,0,0
0,0.0045455,0.013636,0,0,0.054545,0.068182,0.32727,0.0045455,0.0045455,0.040909,0.031818,0.16818,0,0,0.0090909,0,0.018182,0,0,0.013636,0.018182,0.068182,0,0,0.0090909,0.013636,0.1,0,0,0.0045455,0.0045455,0.0090909,0,0,0.0045455,0,0.0090909,0,0,0,0,0,0,0,0,0,0,0,0
0.011236,0.013483,0.0022472,0.0067416,0,0.12584,0.18876,0.042697,0.092135,0.0067416,0.067416,0.065169,0.022472,0.047191,0.0022472,0.011236,0.01573,0.0067416,0.0044944,0,0.020225,0.033708,0.0089888,0.0089888,0.0022472,0.053933,0.051685,0.0089888,0.044944,0,0.0067416,0.0089888,0.0022472,0.0044944,0.0022472,0,0.0022472,0,0,0,0,0,0,0,0,0.0022472,0.0022472,0,0.0022472,0
0,0,0,0.017751,0,0.13314,0,0.18047,0.21598,0,0.059172,0,0.029586,0.071006,0,0.011834,0,0.0059172,0.011834,0,0.050296,0,0.02071,0.038462,0,0.029586,0,0.04142,0.053254,0,0.0059172,0,0.0029586,0.0059172,0,0,0,0,0.0029586,0,0.0029586,0,0,0,0,0,0,0,0.0088757,0
0,0,0,0,0,0.4,0.1,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0080321,0,0.0080321,0.0080321,0.0040161,0.028112,0,0.028112,0.072289,0,0.080321,0.040161,0.14056,0.14056,0.0040161,0.048193,0.028112,0.1004,0.13655,0,0.012048,0.0040161,0.032129,0.048193,0,0,0.0040161,0.0040161,0.0080321,0,0.0080321,0,0.0040161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0070423,0,0.0070423,0,0.014085,0.028169,0.098592,0.0070423,0,0.035211,0.035211,0.35211,0,0.0070423,0.056338,0.056338,0.19014,0,0,0.0070423,0.0070423,0.056338,0,0,0,0,0.021127,0,0.0070423,0,0.0070423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0071429,0.010714,0,0.0035714,0,0.035714,0.042857,0.010714,0.010714,0,0.16786,0.15357,0.028571,0.092857,0,0.10357,0.14286,0.028571,0.064286,0.0035714,0.010714,0.032143,0,0.021429,0,0.010714,0.0035714,0,0,0,0,0,0,0,0,0,0.0035714,0,0,0,0,0,0,0,0,0.0071429,0,0,0.0035714,0
0.0045872,0,0.0091743,0.018349,0,0.027523,0,0.050459,0.036697,0,0.12385,0,0.12844,0.13303,0,0.091743,0.0045872,0.12844,0.11468,0,0.045872,0,0.027523,0.022936,0,0,0,0,0,0,0.0045872,0,0.0045872,0.0091743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045872,0.0091743,0
0,0,0,0,0,0,0,0,0,0,0.375,0,0.25,0,0,0.125,0,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014164,0.0056657,0.016997,0.01983,0,0.036827,0.014164,0.090652,0.07932,0,0.011331,0.0056657,0.028329,0.01983,0,0.062323,0.025496,0.13031,0.15864,0.016997,0.048159,0.0056657,0.093484,0.076487,0.0084986,0.0028329,0.0028329,0,0.0028329,0,0,0,0.0056657,0.0056657,0,0,0,0,0.0028329,0,0,0,0,0,0,0.0028329,0,0.0028329,0.0028329,0
0.003861,0,0.011583,0,0,0.030888,0.054054,0.17375,0,0.003861,0.003861,0.007722,0.034749,0,0.003861,0.030888,0.081081,0.2973,0.003861,0.003861,0.034749,0.019305,0.16988,0,0,0,0.011583,0.011583,0,0,0,0,0.003861,0,0,0,0,0,0,0,0,0,0.003861,0,0,0,0,0,0,0
0.012077,0.02657,0,0.0024155,0,0.05314,0.094203,0.016908,0.050725,0,0.024155,0.021739,0.0024155,0.0024155,0,0.13043,0.18841,0.031401,0.084541,0.0072464,0.057971,0.099034,0.014493,0.050725,0.0024155,0,0.0072464,0.0072464,0.0024155,0,0,0,0,0.0024155,0,0,0,0,0,0,0,0.0024155,0,0,0,0,0.0024155,0,0.0024155,0
0.016484,0,0.0082418,0.0082418,0,0.07967,0,0.074176,0.090659,0,0.024725,0,0.027473,0.0082418,0,0.12912,0,0.12088,0.16209,0,0.06044,0,0.071429,0.087912,0,0.0054945,0,0.0082418,0.0054945,0,0.0027473,0,0.0027473,0,0,0,0,0.0027473,0,0,0,0,0,0,0,0,0,0,0.0027473,0
0,0,0,0,0,0.23077,0,0.15385,0,0,0.076923,0,0.076923,0,0,0.076923,0,0.15385,0.076923,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.005291,0.0026455,0.013228,0.02381,0,0.010582,0,0.0079365,0.010582,0,0.0079365,0,0.0026455,0.0026455,0,0.015873,0.0026455,0.026455,0.018519,0,0.12963,0.029101,0.21693,0.26984,0.0079365,0.026455,0.005291,0.047619,0.089947,0.0026455,0.0026455,0,0.005291,0.005291,0,0.0026455,0,0.0026455,0,0,0,0,0.0026455,0,0,0,0,0,0.0026455,0
0.0046296,0.0046296,0.032407,0,0,0.0046296,0,0.037037,0,0,0,0,0.0046296,0,0,0.023148,0.013889,0.037037,0,0,0.074074,0.069444,0.47222,0,0,0.018519,0.023148,0.16204,0.0046296,0,0,0.0046296,0,0,0,0,0,0,0,0,0,0,0.0046296,0,0,0,0,0.0046296,0,0
0.015419,0.017621,0,0.0066079,0,0.0088106,0.015419,0,0.0066079,0,0.0088106,0.0088106,0,0,0,0.026432,0.022026,0.0022026,0.017621,0,0.22907,0.23568,0.019824,0.16079,0.0022026,0.050661,0.068282,0.022026,0.03304,0.0022026,0.0044053,0.0022026,0,0,0,0,0.0022026,0,0.0022026,0,0,0,0,0,0,0.0022026,0.0044053,0.0022026,0,0
0.0075,0,0.0125,0.02,0,0.0125,0,0.0075,0.0125,0,0.0025,0,0.0025,0.005,0,0.03,0,0.0225,0.0175,0,0.1775,0,0.205,0.2375,0,0.055,0.0025,0.085,0.0675,0.0025,0,0,0.005,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0.005,0.0025,0
0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0.083333,0,0,0.25,0,0.25,0,0.083333,0.083333,0,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.014706,0,0.0073529,0,0.0073529,0,0,0.0073529,0,0.0073529,0,0,0.17647,0.029412,0.15441,0.21324,0.0073529,0,0,0,0.0073529,0,0.029412,0.022059,0.088235,0.080882,0.0073529,0.029412,0.014706,0.022059,0.036765,0,0,0,0,0.0073529,0.014706,0,0,0,0,0,0.0073529,0,0,0.0073529,0
0.010101,0,0.020202,0,0,0,0,0.010101,0,0,0.010101,0,0.010101,0,0,0.050505,0.050505,0.38384,0.010101,0,0.020202,0.010101,0.020202,0,0,0.020202,0.040404,0.14141,0,0,0.050505,0.030303,0.090909,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0,0.010101,0,0
0,0.005,0,0,0,0,0.005,0,0,0,0.005,0,0,0,0,0.165,0.315,0.02,0.155,0,0.015,0,0,0.005,0,0.045,0.07,0.015,0.03,0,0.055,0.045,0.015,0.01,0.005,0.005,0.005,0.005,0,0,0,0,0,0,0,0.005,0,0,0,0
0,0,0,0,0,0.0058824,0,0.0058824,0.0058824,0,0.0058824,0,0.0058824,0.0058824,0,0.18824,0.0058824,0.16471,0.2,0,0.017647,0,0.0058824,0.011765,0,0.082353,0,0.094118,0.041176,0,0.041176,0,0.047059,0.058824,0,0,0,0,0.0058824,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,0,0.33333,0,0,0.33333,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.15385,0,0.15385,0.21154,0.019231,0,0,0.076923,0.019231,0,0,0,0,0.038462,0,0.019231,0,0,0.019231,0,0.019231,0,0.096154,0.038462,0,0.019231,0,0.057692,0.038462,0,0,0,0,0,0,0,0,0.019231,0,0
0,0,0.054054,0,0,0,0,0,0,0,0.081081,0.081081,0.48649,0,0,0,0,0.027027,0,0,0.054054,0,0,0,0,0,0,0.027027,0,0,0,0.081081,0.054054,0,0,0,0,0.054054,0,0,0,0,0,0,0,0,0,0,0,0
0,0.018868,0.018868,0,0,0,0,0,0,0,0.11321,0.24528,0.037736,0.15094,0,0,0,0,0.018868,0,0,0.018868,0,0,0,0,0,0,0,0,0.056604,0.11321,0.018868,0.018868,0,0.037736,0.018868,0,0.037736,0.018868,0.018868,0.018868,0,0,0,0.018868,0,0,0,0
0,0,0.051282,0.025641,0,0,0,0,0.025641,0,0.20513,0,0.051282,0.25641,0,0.025641,0,0.051282,0.025641,0,0,0,0.025641,0,0,0,0,0,0,0,0.051282,0,0.025641,0.051282,0,0,0,0.076923,0.025641,0,0,0,0,0,0,0,0,0,0.025641,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333,0,0,0,0,0,0,0,0.33333,0,0,0,0,0,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.083333,0,0.16667,0,0.25,0.083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0,0,0,0,0,0.083333,0,0,0,0,0,0.083333,0,0,0,0,0.083333,0.083333,0
0,0,0,0,0,0,0,0.36364,0,0,0.090909,0,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27273,0,0,0,0,0.18182,0,0,0,0,0,0,0
0,0.035714,0.035714,0,0,0.10714,0.14286,0.035714,0.035714,0.035714,0,0.035714,0.035714,0,0,0,0,0,0,0,0,0,0,0,0,0.035714,0,0,0,0,0,0,0,0,0,0.035714,0.10714,0,0.071429,0,0.035714,0.10714,0,0,0,0.10714,0,0,0,0
0,0,0,0,0,0.30769,0,0.15385,0.23077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15385,0,0,0.076923,0,0,0,0,0,0,0.076923,0,0,0,0
0,0,0,0,0,0.33333,0,0.33333,0,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,0,0.16667,0,0,0,0,0,0,0.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16667,0,0.33333,0
0,0,0.42857,0,0,0,0,0.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28571,0,0
0.076923,0,0,0.076923,0,0.15385,0.15385,0,0,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923,0,0,0,0,0,0,0,0,0,0,0,0.076923,0.15385,0,0.076923,0.076923
0,0,0.2,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009009,0,0.009009,0.018018,0,0,0,0,0,0,0,0,0,0,0,0.009009,0,0,0.009009,0,0.009009,0,0,0.009009,0,0,0,0,0,0,0,0,0,0.009009,0,0.009009,0,0.009009,0,0,0,0,0,0,0,0.17117,0.045045,0.31532,0.30631,0.063063
0,0,0,0,0,0,0,0.047619,0,0,0,0.015873,0.015873,0,0,0,0,0,0,0,0,0,0.015873,0,0,0,0.015873,0,0,0,0,0,0.015873,0,0,0,0,0.015873,0,0,0,0,0,0,0,0.15873,0.14286,0.55556,0,0
0.031008,0,0.0077519,0.0077519,0,0,0,0,0.0077519,0,0,0,0,0.0077519,0,0,0,0,0.0077519,0,0,0.0077519,0,0,0,0,0,0,0.0077519,0,0.0077519,0,0,0,0.0077519,0,0,0.0077519,0,0,0,0,0,0,0,0.24806,0.32558,0.093023,0.22481,0
0,0,0,0.012821,0,0.0064103,0,0,0.012821,0,0,0,0,0.019231,0,0,0,0,0.0064103,0,0,0,0,0.0064103,0,0,0,0,0.0064103,0,0.012821,0,0,0.012821,0,0.0064103,0,0,0,0,0.0064103,0,0.0064103,0.019231,0,0.17308,0,0.21795,0.47436,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66667,0,0.22222,0,0.11111
